77	1478064904.127765
777	1478064904.202385
0	1478064904.275484
770	1478064961.601178
700	1478064961.750677
0	1478064961.829197
770	1478064962.060327
0	1478064962.141358
700	1478064962.824391
0	1478064962.898373
700	1478064963.119007
0	1478064963.193742
700	1478064963.273347
0	1478064963.347275
777	1478064963.791243
0	1478064963.871182
770	1478064965.534092
0	1478064965.608431
770	1478065032.190426
0	1478065032.272261
770	1478065032.519605
0	1478065032.603588
8	1478065253.721384
0	1478065253.795632
88	1478065483.798988
0	1478065483.871661
88	1478065484.231601
0	1478065484.308484
8	1478065644.520699
0	1478065644.594503
8	1478066013.680923
0	1478066013.763373
777	1478066037.068775
0	1478066037.145636
8	1478066320.495345
0	1478066320.570984
8	1478066345.850602
0	1478066345.925477
88	1478066390.089933
0	1478066390.169331
88	1478066456.054048
0	1478066456.212929
88	1478066456.295738
0	1478066456.449463
888	1478066456.524923
0	1478066456.829211
888	1478066457.057669
0	1478066457.133946
88	1478066457.285815
0	1478066457.361519
888	1478066457.447260
0	1478066457.603317
888	1478066457.682376
0	1478066457.845419
888	1478066457.926851
0	1478066458.004089
888	1478066458.172937
0	1478066458.557212
888	1478066458.634751
0	1478066458.718528
8	1478066459.113506
0	1478066459.274008
8	1478066461.799822
0	1478066461.960482
88	1478066462.111042
0	1478066462.187219
888	1478066471.498356
0	1478066471.581743
7	1478066575.532586
70	1478066575.615758
0	1478066575.770214
77	1478066575.924459
7	1478066576.080818
70	1478066576.158832
7	1478066576.313145
77	1478066576.542823
0	1478066576.629126
7	1478066576.871148
77	1478066576.961668
0	1478066577.056260
77	1478066577.140258
7	1478066577.219140
77	1478066577.294277
0	1478066577.375179
7	1478066577.712892
0	1478066577.877659
7	1478066578.346257
0	1478066578.909290
70	1478066582.311461
0	1478066582.391549
7	1478066582.879920
77	1478066582.964687
7	1478066583.214867
77	1478066583.464901
7	1478066583.546417
0	1478066583.627193
7	1478066585.857624
70	1478066585.938102
0	1478066586.018966
77	1478066587.502532
0	1478066587.587978
8	1478067183.538272
0	1478067183.608466
8	1478067290.302661
88	1478067290.452840
8	1478067290.527100
0	1478067290.602937
88	1478067290.676198
888	1478067290.824954
0	1478067290.901296
88	1478067291.119432
0	1478067291.202645
8	1478067291.275315
0	1478067291.344715
2	1478067292.062236
0	1478067292.141658
1	1478067298.774734
0	1478067298.853305
22	1478067299.626101
2	1478067299.694473
0	1478067299.770960
222	1478067299.983592
0	1478067300.056724
22	1478067305.540499
0	1478067305.611909
222	1478067305.682686
0	1478067305.897360
25	1478067305.970001
255	1478067306.042075
0	1478067306.117415
5	1478067306.192015
0	1478067306.266183
70	1478067307.757745
0	1478067307.828928
70	1478067307.971775
7	1478067308.187848
0	1478067308.332400
77	1478067313.718515
0	1478067313.876221
7	1478067313.953878
0	1478067314.185045
77	1478067314.352319
0	1478067314.435078
77	1478067314.595107
0	1478067314.668602
70	1478067314.884812
77	1478067314.956939
7	1478067315.029259
0	1478067315.175529
7	1478067315.614826
0	1478067315.831529
1	1478067318.163609
0	1478067318.237431
7	1478067319.664075
70	1478067319.734879
0	1478067319.948132
77	1478067320.313941
0	1478067320.384077
1	1478067320.594898
0	1478067320.674366
77	1478067321.475242
70	1478067321.548824
0	1478067321.619362
70	1478067324.782116
0	1478067324.853107
70	1478067324.926524
0	1478067325.070833
70	1478067326.071790
77	1478067326.145134
70	1478067326.291184
0	1478067326.362710
70	1478067326.864665
0	1478067326.935676
2	1478067327.218705
22	1478067327.289267
222	1478067327.359123
0	1478067327.500478
2	1478067327.570216
0	1478067327.710826
22	1478067327.781179
0	1478067327.857091
2	1478067327.999645
0	1478067328.071795
221	1478067328.143025
0	1478067328.214800
221	1478067328.712553
0	1478067328.783779
221	1478067328.854205
22	1478067329.136823
222	1478067329.278392
22	1478067329.420025
222	1478067329.632488
22	1478067329.703709
222	1478067329.774852
22	1478067329.846051
0	1478067329.988807
22	1478067330.063576
0	1478067330.422129
22	1478067330.564416
0	1478067330.636031
70	1478067331.064455
0	1478067331.137376
22	1478067331.280566
0	1478067331.354231
222	1478067331.424596
70	1478067331.638305
0	1478067331.711658
